0.02,1.16,0.0
0.039999999999999994,0.0,-0.12
0.06,0.0,-0.16
0.07999999999999999,0.0,-0.22
0.09999999999999999,0.0,-0.3
0.11999999999999998,0.0,-0.36
0.13999999999999999,0.0,-0.42
0.15999999999999998,0.0,-0.48
0.17999999999999997,0.0,-0.54
0.19999999999999996,0.0,-0.62
0.21999999999999995,0.0,-0.68
0.23999999999999996,0.0,-0.74
0.25999999999999995,0.0,-0.82
0.27999999999999997,0.0,-0.88
0.3,0.0,-0.94
0.31999999999999995,0.0,-1.0
0.33999999999999997,0.0,-1.08
0.36,0.0,-1.14
-0.02,0.0,-1.14
-0.039999999999999994,0.12,0.0
-0.06,0.18,0.0
-0.07999999999999999,0.26,0.0
-0.09999999999999999,0.32,0.0
-0.11999999999999998,0.38,0.0
-0.13999999999999999,0.44,0.0
-0.15999999999999998,0.5,0.0
-0.17999999999999997,0.58,0.0
-0.19999999999999996,0.64,0.0
-0.21999999999999995,0.7,0.0
-0.23999999999999996,0.76,0.0
-0.25999999999999995,0.84,0.0
-0.27999999999999997,0.9,0.0
-0.3,0.96,0.0
-0.31999999999999995,1.02,0.0
-0.33999999999999997,1.1,0.0
-0.36,1.16,0.0
