0.02,0.0,-0.08
0.039999999999999994,0.0,-0.08
0.06,0.0,-0.08
0.07999999999999999,0.0,-0.08
0.09999999999999999,0.0,-0.08
0.11999999999999998,0.0,-0.08
0.13999999999999999,0.0,-0.08
0.15999999999999998,0.0,-0.08
0.17999999999999997,0.0,-0.08
0.19999999999999996,0.0,-0.08
0.21999999999999995,0.0,-0.08
0.23999999999999996,0.0,-0.08
0.25999999999999995,0.0,-0.08
0.27999999999999997,0.0,-0.08
0.3,0.0,-0.08
0.31999999999999995,0.0,-0.08
0.33999999999999997,0.0,-0.08
0.36,0.0,-0.08
-0.02,0.0,-0.08
-0.039999999999999994,0.0,-0.08
-0.06,0.0,-0.08
-0.07999999999999999,0.0,-0.08
-0.09999999999999999,0.0,-0.08
-0.11999999999999998,0.0,-0.08
-0.13999999999999999,0.0,-0.08
-0.15999999999999998,0.0,-0.08
-0.17999999999999997,0.0,-0.08
-0.19999999999999996,0.0,-0.08
-0.21999999999999995,0.0,-0.08
-0.23999999999999996,0.0,-0.08
-0.25999999999999995,0.0,-0.08
-0.27999999999999997,0.0,-0.08
-0.3,0.0,-0.08
-0.31999999999999995,0.0,-0.08
-0.33999999999999997,0.0,-0.08
-0.36,0.0,-0.08
