0.0,0.96,0.0
0.01,0.96,0.0
0.02,0.0,-0.04
0.03,0.0,-0.08
0.04,0.0,-0.12
0.05,0.0,-0.14
0.06,0.0,-0.16
0.07,0.0,-0.2
0.08,0.0,-0.24
0.09,0.0,-0.26
0.1,0.0,-0.3
0.11,0.0,-0.32
0.12,0.0,-0.36
0.13,0.0,-0.4
0.14,0.0,-0.42
0.15,0.0,-0.46
0.16,0.0,-0.5
0.17,0.0,-0.52
0.18,0.0,-0.56
0.19,0.0,-0.6
0.2,0.0,-0.62
0.21,0.0,-0.64
0.22,0.0,-0.68
0.23,0.0,-0.72
0.24,0.0,-0.76
0.25,0.0,-0.78
0.26,0.0,-0.82
0.27,0.0,-0.84
0.28,0.0,-0.88
0.29,0.0,-0.92
0.3,0.0,-0.94
0.0,0.06,-0.04
-0.01,0.06,-0.04
-0.02,0.06,0.0
-0.03,0.1,0.0
-0.04,0.12,0.0
-0.05,0.16,0.0
-0.06,0.06,-0.04
-0.07,0.22,0.0
-0.08,0.26,0.0
-0.09,0.28,0.0
-0.1,0.32,0.0
-0.11,0.34,0.0
-0.12,0.38,0.0
-0.13,0.42,0.0
-0.14,0.44,0.0
-0.15,0.48,0.0
-0.16,0.5,0.0
-0.17,0.54,0.0
-0.18,0.58,0.0
-0.19,0.06,-0.04
-0.2,0.64,0.0
-0.21,0.66,0.0
-0.22,0.7,0.0
-0.23,0.74,0.0
-0.24,0.76,0.0
-0.25,0.8,0.0
-0.26,0.82,0.0
-0.27,0.86,0.0
-0.28,0.9,0.0
-0.29,0.06,-0.04
-0.3,0.96,0.0
